"registration_date,""stolen_date"",""brand"",""model"",""province"""
"2009-10-02,""2017-01-21"",""KAWASAKI"",""NINJA XZ 10R"",""M"""
"2012-09-26,""2017-01-21"",""HONDA"",""WW125EX2"",""B"""
"2008-03-04,""2017-01-22"",""HONDA"",""SH125"",""B"""
"1998-03-17,""2017-01-22"",""HONDA"",""SH100"",""B"""
"2005-04-15,""2017-01-22"",""HONDA"",""SH150"",""T"""
"2007-02-14,""2017-01-22"",""HONDA"",""SH150"",""B"""
"2012-08-01,""2017-01-22"",""YAMAHA"",""CIGNUS-X"",""B"""
"2004-04-30,""2017-01-22"",""HONDA"",""SH125"",""B"""
"2006-12-18,""2017-01-22"",""SUZUKI"",""AN250"",""SS"""
"1999-07-21,""2017-01-22"",""YAMAHA"",""XJ600N"",""M"""
"2013-05-10,""2017-01-22"",""SUZUKI"",""UH125"",""B"""
"2008-08-01,""2017-01-22"",""SUZUKI"",""UH125"",""B"""
"2010-01-05,""2017-01-22"",""KYMCO"",""SUPER DINK 125"",""SE"""
"2006-12-14,""2017-01-23"",""SHINERAY"",""XY125GY VIII"",""GC"""
"2010-09-14,""2017-01-23"",""YAMAHA"",""CIGNUS X"",""CE"""
"2016-12-19,""2017-01-23"",""HONDA"",""SH125D"",""B"""
"2006-11-14,""2017-01-23"",""HONDA"",""SH125"",""B"""
"2007-11-30,""2017-01-23"",""PIAGGIO"",""X EVO 250"",""B"""
"2011-04-29,""2017-01-23"",""KYMCO"",""SUPER DINK 125"",""SE"""
"1974-09-24,""2017-01-23"",""DUCATI"",""250-24 H"",""LO"""
"1990-05-10,""2017-01-23"",""HONDA"",""NSR 125 F"",""V"""
"2004-11-26,""2017-01-23"",""KYMCO"",""BET WIN 125"",""V"""
"2009-05-14,""2017-01-23"",""S.Y.M"",""HD 125 EVO"",""B"""
"1999-12-22,""2017-01-23"",""HONDA"",""SH100"",""B"""
"2005-09-14,""2017-01-23"",""HONDA"",""SH125"",""B"""
"1994-11-15,""2017-01-23"",""SUZUKI"",""GS500E"",""B"""
"2007-05-18,""2017-01-23"",""QINGQI"","""",""B"""
"2009-05-11,""2017-01-23"",""S.Y.M"",""HD 125 EVO"",""M"""
"2016-11-02,""2017-01-23"",""S.Y.M"",""SYMPHONY 125 SR"",""T"""
"2012-11-12,""2017-01-23"",""YAMAHA"",""YZF-R125"",""B"""
"2006-04-07,""2017-01-23"",""HONDA"",""SH150"",""MA"""
"2010-04-20,""2017-01-23"",""KYMCO"",""AGILITY CITY 125"",""L"""
"2016-10-31,""2017-01-24"",""HONDA"",""WW125EX"",""BI"""
"2006-10-30,""2017-01-24"",""HONDA"",""SH125"",""B"""
"2015-02-11,""2017-01-24"",""MASH"",""CAFE RACER"",""AL"""
"2016-03-09,""2017-01-24"",""SUZUKI"",""UH200A"",""BU"""
"2014-08-05,""2017-01-24"",""KYMCO"",""SUPER DINK 125 ABS"",""M"""
"2016-05-09,""2017-01-24"",""HONDA"",""SH300A"",""B"""
"2016-12-01,""2017-01-24"",""HONDA"",""SH125"",""B"""
"2015-06-18,""2017-01-24"",""HONDA"",""NSS300"",""B"""
"2014-02-07,""2017-01-24"",""YAMAHA"",""YP400R"",""B"""
"2010-02-15,""2017-01-24"",""HUSQVARNA"",""WR 250"",""GI"""
"2016-06-15,""2017-01-24"",""KAWASAKI"",""ER-6F"",""B"""
"2016-07-18,""2017-01-24"",""HONDA"",""SH300A"",""B"""
"2009-07-29,""2017-01-24"",""HONDA"",""SH125D"",""B"""
"2005-03-02,""2017-01-24"",""BMW"",""F 650 GS"",""TF"""
"2013-07-19,""2017-01-24"",""YAMAHA"",""YP125R"",""MA"""
"2005-01-18,""2017-01-24"",""APRILIA"",""SPORT CITY 200"",""B"""
"2012-05-03,""2017-01-24"",""YAMAHA"",""XP500"",""B"""
"2015-09-09,""2017-01-24"",""KYMCO"",""SUPER DINK 300 ABS"",""M"""
"2006-11-24,""2017-01-24"",""KYMCO"",""GRAND DINK 125"",""M"""
"2010-05-07,""2017-01-24"",""PIAGGIO"",""VESPA LX 125"",""M"""
"2015-06-17,""2017-01-24"",""HONDA"",""SH300"",""B"""
"2005-06-17,""2017-01-24"",""YAMAHA"",""YP125E"",""SE"""
"2002-12-04,""2017-01-24"",""HONDA"",""FORESIGHT"",""B"""
"2003-10-29,""2017-01-24"",""HONDA"",""CB600"",""B"""
"2006-10-11,""2017-01-24"",""PIAGGIO"",""VESPA PX 125"",""B"""
"2014-11-05,""2017-01-24"",""KAWASAKI"",""Z800 ABS"",""B"""
"2004-09-27,""2017-01-24"",""HONDA"",""SH125"",""B"""
"2015-09-09,""2017-01-24"",""HONDA"",""WW125EX"",""SS"""
"1989-05-04,""2017-01-24"",""VESPA"",""IRIS 200"",""B"""
"2001-05-15,""2017-01-24"",""KYMCO"",""BET AND WIN 150"",""B"""
"2009-12-10,""2017-01-25"",""HONDA"",""PES125"",""SE"""
"2005-05-31,""2017-01-25"",""DAELIM"",""DAY STAR"",""B"""
"2006-06-02,""2017-01-25"",""PIAGGIO"",""FLY 125"",""M"""
"2012-05-18,""2017-01-25"",""YAMAHA"",""XP500"",""PO"""
"2014-07-01,""2017-01-25"",""KYMCO"",""SUPER DINK 300 ABS"",""M"""
"2013-05-23,""2017-01-25"",""YAMAHA"",""XP500A"",""B"""
"2010-11-30,""2017-01-25"",""HONDA"",""SH125"",""B"""
"2015-06-30,""2017-01-25"",""HANWAY"",""RAW 125"",""M"""
"2011-06-30,""2017-01-25"",""PIAGGIO"",""BEVERLY 300"",""TF"""
"2016-04-29,""2017-01-25"",""HONDA"",""SH300A"",""B"""
"2013-01-30,""2017-01-25"",""HONDA"",""WW125"",""SE"""
"2009-04-03,""2017-01-25"",""HONDA"",""SH300"",""B"""
"2005-05-06,""2017-01-25"",""HONDA"",""SH125"",""B"""
"2016-02-25,""2017-01-25"",""YAMAHA"",""--"",""SE"""
"2002-06-14,""2017-01-25"",""GAS-GAS"",""ENDUCROSS FSE"",""MU"""
"2010-02-16,""2017-01-25"",""HONDA"",""SH125D"",""B"""
"2010-05-04,""2017-01-25"",""HONDA"",""FJS400D"",""M"""
"2009-10-30,""2017-01-25"",""JAXIN"",""---"",""MU"""
"2009-04-16,""2017-01-25"",""S.Y.M"",""FIDDLE II 125"",""MA"""
"2001-09-28,""2017-01-25"",""HONDA"",""SH100"",""B"""
"2009-07-31,""2017-01-25"",""HUSQVARNA"",""SM 125"",""IB"""
"1990-05-31,""2017-01-25"",""VESPA"",""TX 200 EL"",""B"""
"2008-01-07,""2017-01-25"",""HONDA"",""SH300"",""B"""
"2011-06-30,""2017-01-26"",""AIYUMO"","""",""IB"""
"2009-08-14,""2017-01-26"",""KYMCO"",""AGILITY CITY 125"",""T"""
"2006-01-30,""2017-01-26"",""HONDA"",""SES125"",""B"""
"2003-01-31,""2017-01-26"",""TRIUMPH"",""THUNDERBIRD SPORT"",""MA"""
"1999-11-26,""2017-01-26"",""PIAGGIO"",""VESPA PX 200"",""B"""
"2014-09-03,""2017-01-26"",""HONDA"",""SH300A"",""B"""
"2014-01-13,""2017-01-26"",""KYMCO"",""SUPER DINK 300"",""TF"""
"2012-09-20,""2017-01-26"",""HONDA"",""FES125"",""MA"""
"2000-07-21,""2017-01-26"",""HONDA"",""CBR600F"",""B"""
"1999-11-18,""2017-01-26"",""GAS-GAS"",""ENDUCROSS 300"",""MA"""
"2016-10-26,""2017-01-26"",""HONDA"",""ANC125"",""TF"""
"2008-01-04,""2017-01-26"",""HONDA"",""SH125"",""B"""
"2004-01-15,""2017-01-26"",""HONDA"",""SCV100"",""SE"""
"2016-04-04,""2017-01-26"",""KYMCO"",""K-XCT 300 ABS"",""M"""
"2010-08-10,""2017-01-26"",""APRILIA"",""ARRECIFE 125"",""M"""
"2016-08-30,""2017-01-26"",""YAMAHA"",""XP500"",""B"""
"2006-03-22,""2017-01-26"",""SUZUKI"",""UH125"",""S"""
"2001-04-26,""2017-01-26"",""PIAGGIO"",""VESPA PX 125"",""B"""
"2016-04-04,""2017-01-26"",""KTM"",""KTM 300 EXC"",""AL"""
"2013-10-17,""2017-01-26"",""KAWASAKI"",""Z800"",""M"""
"1997-09-25,""2017-01-26"",""PIAGGIO"",""SKIPPER 150"",""B"""
"2011-12-22,""2017-01-26"",""YAMAHA"",""XP500"",""B"""
"2009-11-04,""2017-01-26"",""PIAGGIO"",""LIBERTY 125 RST"",""B"""
"2007-07-12,""2017-01-27"",""APRILIA"",""SPORT CITY 125"",""LO"""
"2001-01-05,""2017-01-27"",""HONDA"",""SH100"",""B"""
"2016-11-25,""2017-01-27"",""HONDA"",""SH125AD"",""B"""
"2007-10-25,""2017-01-27"",""YAMAHA"",""YP250R"",""B"""
"2013-12-04,""2017-01-27"",""KYMCO"",""SUPER DINK 125"",""M"""
"2015-04-16,""2017-01-27"",""HONDA"",""SH125D"",""B"""
"1996-01-05,""2017-01-27"",""HONDA"",""NSR 125"",""BI"""
"1992-03-10,""2017-01-27"",""HONDA"",""NS 1"",""TO"""
"2014-07-24,""2017-01-27"",""HONDA"",""WW125"",""B"""
"2010-11-03,""2017-01-27"",""MTR"",""MALLORCA"",""SE"""
"2012-08-22,""2017-01-27"",""PIAGGIO"",""VESPA PX125"",""SE"""
"2016-04-15,""2017-01-27"",""KAWASAKI"",""Z800"",""V"""
"2016-07-07,""2017-01-27"",""KYMCO"",""SUPER DINK 125 ABS"",""M"""
"2015-09-10,""2017-01-27"",""YAMAHA"",""YP125RA"",""LO"""
"2014-06-02,""2017-01-28"",""SUZUKI"",""GSX R600"",""M"""
"2002-09-19,""2017-01-28"",""HONDA"",""SH150"",""B"""
"2010-07-29,""2017-01-28"",""YAMAHA"",""FZ8"",""M"""
"2007-11-22,""2017-01-28"",""MX"",""TECHNO"",""GR"""
"2005-07-22,""2017-01-28"",""HONDA"",""SES125"",""GR"""
"2016-09-19,""2017-01-28"",""KAWASAKI"",""Z800"",""M"""
"2012-11-14,""2017-01-28"",""KYMCO"",""SUPER DINK 300I"",""M"""
"1998-09-16,""2017-01-28"",""YAMAHA"",""SR 250"",""V"""
"1989-03-17,""2017-01-28"",""HONDA"",""NX250J"",""TF"""
"2004-05-14,""2017-01-28"",""HONDA"",""SH100"",""B"""
"2007-12-27,""2017-01-28"",""HONDA"",""PES125"",""MA"""
"1999-02-25,""2017-01-28"",""YAMAHA"",""XT600E"",""SE"""
"2005-07-15,""2017-01-28"",""YAMAHA"",""YP125E"",""CA"""
"2009-11-12,""2017-01-29"",""KYMCO"",""SUPER DINK 125"",""J"""
"2013-07-03,""2017-01-29"",""HONDA"",""WW125"",""MA"""
"1990-08-07,""2017-01-29"",""SUZUKI"",""GS 500 E"",""LO"""
"2006-07-19,""2017-01-29"",""HONDA"",""SH125"",""L"""
"2012-10-05,""2017-01-29"",""KYMCO"",""SUPER DINK 125 ABS"",""M"""
"2015-06-18,""2017-01-29"",""S.Y.M"",""SYMPHONY 125 SR"",""TF"""
"1982-07-19,""2017-01-29"",""MONTESA"",""ENDURO 360"",""M"""
"2013-09-27,""2017-01-29"",""YAMAHA"",""XP500"",""B"""
"2007-11-05,""2017-01-29"",""PIAGGIO"",""BEVERLY 500 CRUIS"",""MA"""
"2014-10-28,""2017-01-29"",""KYMCO"",""GRAND DINK 125"",""M"""
"2006-09-27,""2017-01-29"",""PIAGGIO"",""VESPA PX 125 E"",""SE"""
"2016-07-28,""2017-01-29"",""YAMAHA"",""YP125RA"",""M"""
"2007-05-17,""2017-01-29"",""HONDA"",""CBR 600 RR"",""MA"""
"2012-05-31,""2017-01-29"",""SUZUKI"",""UH125"",""A"""
"2015-11-10,""2017-01-29"",""HONDA"",""NSS125AD"",""B"""
"2016-09-01,""2017-01-30"",""HONDA"",""SH125D"",""B"""
"2015-10-16,""2017-01-30"",""HONDA"",""SH125AD"",""B"""
"2015-10-16,""2017-01-30"",""YAMAHA"",""YBR125"",""GC"""
"2009-12-21,""2017-01-30"",""DUCATI"",""MONSTER 696"",""B"""
"1990-10-23,""2017-01-30"",""YAMAHA"",""XT 350"",""GC"""
"2004-12-14,""2017-01-30"",""MBK"",""NXC125"",""GR"""
"2006-02-23,""2017-01-30"",""HONDA"",""SH125"",""B"""
"2013-08-26,""2017-01-30"",""KAWASAKI"",""VERSYS"",""M"""
"2010-09-24,""2017-01-30"",""TRIUMPH"",""STREET TRIPLE A"",""M"""
"2014-06-11,""2017-01-30"",""HONDA"",""SH300A"",""B"""
"2008-10-30,""2017-01-30"",""MOTO GUZZI"",""BREVA STR 1100"",""SE"""
"2006-05-19,""2017-01-30"",""PIAGGIO"",""LIBERTY 125"",""B"""
"2016-09-26,""2017-01-30"",""PEUGEOT"",""TWEET"",""IB"""
"2016-05-17,""2017-01-30"",""HONDA"",""SH125D"",""B"""
"2013-12-12,""2017-01-30"",""HONDA"",""SH300A"",""B"""
"2015-06-17,""2017-01-30"",""KYMCO"",""AGILITY CITY 125"",""B"""
"2007-06-08,""2017-01-30"",""APRILIA"",""SPORT CITY 125"",""B"""
"1982-06-02,""2017-01-30"",""VESPA"",""125 CC"",""M"""
"2015-06-25,""2017-01-30"",""RIEJU"",""TANGO 125"",""Z"""
"2016-07-19,""2017-01-30"",""RIYA"",""ROME 125 O RY125T-2"",""C"""
"2015-07-22,""2017-01-30"",""KYMCO"",""SUPER DINK 125"",""B"""
"2016-09-16,""2017-01-30"",""HONDA"",""SH125D"",""B"""
"2013-09-19,""2017-01-30"",""SUZUKI"",""UH125G"",""B"""
"2016-12-16,""2017-01-30"",""HONDA"",""SH300A"",""B"""
"2007-07-20,""2017-01-30"",""APRILIA"",""SPORT CITY"",""TF"""
"2001-10-24,""2017-01-31"",""KTM"",""200 EXC"",""B"""
"2006-02-03,""2017-01-31"",""YAMAHA"",""NXC125"",""CA"""
"2015-07-30,""2017-01-31"",""YAMAHA"",""XP500"",""MA"""
"2013-06-07,""2017-01-31"",""HONDA"",""SH125AD"",""B"""
"2005-01-11,""2017-01-31"",""SUZUKI"",""GSX R600"",""GU"""
"2013-01-11,""2017-01-31"",""KYMCO"",""AGILITY CITY 125"",""B"""
"2007-07-16,""2017-01-31"",""S.Y.M"",""HD 125 EVO"",""M"""
"2006-01-27,""2017-01-31"",""KTM"",""250 EXC"",""B"""
"2011-04-01,""2017-01-31"",""YAMAHA"",""XP500A"",""SE"""
"2015-06-12,""2017-01-31"",""HONDA"",""SH125AD"",""B"""
"2016-08-02,""2017-01-31"",""YAMAHA"",""YP125RA"",""B"""
"1994-11-14,""2017-01-31"",""BMW"",""F-650"",""M"""
"2006-11-27,""2017-01-31"",""KTM"",""KTM 250 EXC"",""GC"""
"1999-08-13,""2017-01-31"",""YAMAHA"",""SR250"",""B"""
"2005-04-20,""2017-01-31"",""HONDA"",""FORESIGHT"",""B"""
"2013-02-13,""2017-01-31"",""HONDA"",""SH300"",""B"""
"2013-08-22,""2017-01-31"",""KYMCO"",""SUPER DINK 125"",""AL"""
"2002-07-18,""2017-01-31"",""APRILIA"",""RS125"",""MU"""
"2014-12-30,""2017-01-31"",""HONDA"",""SH125D"",""B"""
"2011-05-16,""2017-01-31"",""KYMCO"",""SUPER DINK 125"",""M"""
"2015-06-09,""2017-01-31"",""HONDA"",""SH125D"",""B"""
"2016-06-21,""2017-01-31"",""HONDA"",""SH125D"",""B"""
"1990-07-13,""2017-01-31"",""SUZUKI"",""LIDO"",""M"""
"2015-04-01,""2017-01-31"",""HONDA"",""SH300"",""B"""
"2005-02-09,""2017-01-31"",""GAS-GAS"",""ENDUCROSS"",""SE"""
"2016-06-10,""2017-01-31"",""HONDA"",""SH300A"",""B"""
"2004-02-20,""2017-01-31"",""KYMCO"",""MOVIE 150 XL"",""CA"""
"2005-02-09,""2017-01-31"",""GAS-GAS"",""ENDUCROSS"",""SE"""
"2011-07-22,""2017-02-01"",""YAMAHA"",""XCITY"",""M"""
"2012-12-18,""2017-02-01"",""HONDA"",""SH125"",""B"""
"2004-02-23,""2017-02-01"",""KTM"",""525 EXC"",""L"""
"2011-01-25,""2017-02-01"",""YAMAHA"",""XP500"",""B"""
"2008-09-25,""2017-02-01"",""PIAGGIO"",""X 7 125"",""M"""
"2000-04-05,""2017-02-01"",""GAS-GAS"",""ENDUCROSS 250"",""BU"""
"2016-04-08,""2017-02-01"",""KTM"",""KTM 350 EXC-F"",""B"""
"2012-09-07,""2017-02-01"",""HONDA"",""SH150"",""GI"""
"2015-01-28,""2017-02-01"",""HONDA"",""SH125D"",""B"""
"2015-07-13,""2017-02-01"",""YAMAHA"",""YP250R"",""J"""
"1989-02-14,""2017-02-01"",""VESPA"",""TX 200"",""B"""
"1992-06-24,""2017-02-01"",""HONDA"",""CB TWO FIFTY"",""SE"""
"2008-09-15,""2017-02-01"",""YAMAHA"",""XP500A"",""B"""
"1979-05-10,""2017-02-01"",""RIEJU"",""TT 406"",""CR"""
"2011-07-11,""2017-02-01"",""YAMAHA"",""FZ8"",""IB"""
"2008-12-05,""2017-02-01"",""PIAGGIO"",""LIBERTY 125"",""B"""
"2016-09-08,""2017-02-01"",""HONDA"",""SH125AD"",""B"""
"2009-04-15,""2017-02-01"",""SUZUKI"",""DL 650 V"",""M"""
"2013-03-19,""2017-02-01"",""YAMAHA"",""XP500"",""B"""
"2011-04-12,""2017-02-01"",""HONDA"",""WW125EX2"",""SS"""
"2007-06-27,""2017-02-01"",""YAMAHA"",""YP250R"",""B"""
"1999-02-25,""2017-02-01"",""VESPA"",""PX 125"",""M"""
"2015-11-16,""2017-02-01"",""HONDA"",""SH125AD"",""B"""
"2013-05-17,""2017-02-01"",""HONDA"",""SH125AD"",""GI"""
"1996-12-09,""2017-02-01"",""KTM"",""400 GSE"",""T"""
"2004-02-18,""2017-02-01"",""HONDA"",""SH150"",""B"""
"2015-07-27,""2017-02-02"",""HONDA"",""SH125D"",""B"""
"2010-06-17,""2017-02-02"",""HONDA"",""SH300A"",""B"""
"2015-12-23,""2017-02-02"",""KYMCO"",""SUPER DINK 300I"",""B"""
"2013-05-10,""2017-02-02"",""MOTOR HISPANIA"",""DUNA"",""BA"""
"2016-02-05,""2017-02-02"",""KYMCO"",""AGILITY CITY 125"",""GC"""
"2015-12-22,""2017-02-02"",""HUSQVARNA"",""701 ENDURO"",""B"""
"2004-02-12,""2017-02-02"",""HONDA"",""SCV100"",""B"""
"2006-02-03,""2017-02-02"",""KTM"",""450 EXC"",""MU"""
"2006-05-16,""2017-02-02"",""YAMAHA"",""NXC125"",""CA"""
"2015-05-04,""2017-02-02"",""HONDA"",""SH125D"",""B"""
"2005-10-18,""2017-02-02"",""HONDA"",""SH 150"",""B"""
"2002-06-12,""2017-02-02"",""HONDA"",""SH125"",""B"""
"1997-10-23,""2017-02-02"",""HONDA"",""SJ100"",""VA"""
"2008-10-17,""2017-02-02"",""KTM"",""KTM 125 EXC"",""B"""
"2006-03-30,""2017-02-02"",""HONDA"",""SH125"",""B"""
"2016-03-14,""2017-02-02"",""HANWAY"",""RAW 125CAFE"",""M"""
"2006-03-24,""2017-02-02"",""SUZUKI"",""GSXÑR600"",""CC"""
"2014-07-30,""2017-02-02"",""HONDA"",""SH125D"",""B"""
"2009-12-29,""2017-02-03"",""DAELIM"",""BESBI"",""B"""
"2008-08-12,""2017-02-03"",""SUZUKI"",""GSXÑR600"",""GU"""
"2009-06-05,""2017-02-03"",""HARLEY DAVIDSON"",""XLH883"",""MU"""
"2007-05-08,""2017-02-03"",""SUZUKI"",""UH125"",""A"""
"2007-03-20,""2017-02-03"",""YAMAHA"",""YZFR1"",""SE"""
"2016-09-22,""2017-02-03"",""YAMAHA"",""MTM850"",""B"""
"2002-11-25,""2017-02-03"",""GAS-GAS"",""ENDUCROSS"",""PO"""
"2010-05-14,""2017-02-03"",""YAMAHA"",""XP500"",""B"""
"2015-11-26,""2017-02-03"",""SUZUKI"",""UH125"",""B"""
"2006-05-16,""2017-02-03"",""HONDA"",""CBR600RR"",""M"""
"2009-06-15,""2017-02-03"",""HONDA"",""NSS250EX"",""SE"""
"2014-12-29,""2017-02-03"",""KYMCO"",""D8"",""B"""
"1993-06-22,""2017-02-03"",""HONDA"",""CBR 600 F"",""V"""
"2006-02-22,""2017-02-03"",""YAMAHA"",""XP500"",""B"""
"2014-09-22,""2017-02-03"",""HONDA"",""SH125AD"",""B"""
"1999-10-22,""2017-02-03"",""PIAGGIO"",""HEXAGON 180 RST"",""M"""
"2014-04-10,""2017-02-03"",""BMW"",""R 1200 GS"",""M"""
"2007-05-23,""2017-02-04"",""KYMCO"",""B W 250"",""V"""
"2012-03-26,""2017-02-04"",""KYMCO"",""AGILITY CITY 125"",""B"""
"2016-07-15,""2017-02-04"",""HONDA"",""SH125D"",""GI"""
"2009-04-08,""2017-02-04"",""HONDA"",""NHX110WH"",""CA"""
"2007-03-21,""2017-02-04"",""S.Y.M"",""HD 125 EVO"",""B"""
"2006-10-02,""2017-02-04"",""HONDA"",""SH125"",""B"""
"2013-09-24,""2017-02-04"",""KYMCO"",""SUPER DINK 125 ABS"",""M"""
"2014-10-14,""2017-02-04"",""PIAGGIO"",""X EVO 125"",""SE"""
"2004-07-28,""2017-02-04"",""HONDA"",""SH125"",""B"""
"2006-05-30,""2017-02-04"",""HONDA"",""SES125"",""B"""
"2007-07-04,""2017-02-04"",""GAS-GAS"",""ENDUCROSS FSE"",""TF"""
"2012-03-22,""2017-02-04"",""KYMCO"",""SUPER DINK 125 ABS"",""TF"""
"2008-03-27,""2017-02-04"",""SUZUKI"",""GSX-R600"",""B"""
"2007-05-08,""2017-02-04"",""YAMAHA"",""YP125E"",""SE"""
"2007-04-17,""2017-02-04"",""HONDA"",""FES125"",""SE"""
"2006-11-21,""2017-02-04"",""SUZUKI"",""GSR600"",""TO"""
"2004-06-10,""2017-02-04"",""YAMAHA"",""YP400"",""M"""
"2014-09-18,""2017-02-04"",""PIAGGIO"",""X EVO 125"",""TF"""
"1980-03-13,""2017-02-04"",""PUCH"",""COBRA"",""CO"""
"2016-07-29,""2017-02-05"",""PIAGGIO"",""VESPA PRIMAVERA"",""CA"""
"2007-01-29,""2017-02-05"",""S.Y.M"",""JOYMAX 125"",""SE"""
"2006-09-21,""2017-02-05"",""PIAGGIO"",""X8 125"",""A"""
"2007-07-18,""2017-02-05"",""HONDA"",""CB600F"",""B"""
"2010-09-29,""2017-02-05"",""DERBI"",""BLD. 125"",""TF"""
"2005-01-28,""2017-02-05"",""DERBI"",""BOULEVARD 125"",""TF"""
"2017-01-12,""2017-02-05"",""HONDA"",""SH125D"",""B"""
"2016-07-04,""2017-02-05"",""PIAGGIO"",""BEVERLY 300"",""TF"""
"2007-10-09,""2017-02-06"",""HONDA"",""SES125"",""B"""
"2008-12-10,""2017-02-06"",""YAMAHA"",""FZ6-S"",""M"""
"2008-06-25,""2017-02-06"",""PIAGGIO"",""VESPA LX 125"",""V"""
"2007-06-22,""2017-02-06"",""KYMCO"",""BÑW 250"",""V"""
"2009-12-04,""2017-02-06"",""YAMAHA"",""YZF-R125"",""B"""
"2005-09-26,""2017-02-06"",""DERBI"",""SENSA SM 125"",""CA"""
"2004-11-10,""2017-02-06"",""HONDA"",""SES125"",""SE"""
"2014-08-29,""2017-02-06"",""HONDA"",""WW125EX"",""MA"""
"2006-05-04,""2017-02-06"",""HONDA"",""FES125"",""B"""
"2006-06-08,""2017-02-06"",""KYMCO"",""GRAND DINK 125"",""TF"""
"2015-08-04,""2017-02-06"",""KAWASAKI"",""Z800"",""B"""
"2003-10-06,""2017-02-06"",""HONDA"",""SH125"",""B"""
"2006-05-23,""2017-02-06"",""YAMAHA"",""YP125E"",""SE"""
"2008-02-01,""2017-02-06"",""HONDA"",""SH125"",""B"""
"2011-11-23,""2017-02-06"",""YAMAHA"",""YB125"",""B"""
"1998-09-25,""2017-02-06"",""DAELIM"",""VT125F"",""SE"""
"2016-07-12,""2017-02-06"",""YAMAHA"",""YP125R"",""B"""
"2013-02-27,""2017-02-06"",""YAMAHA"",""YP125R"",""SE"""
"2007-10-09,""2017-02-06"",""HONDA"",""SES125"",""B"""
"2010-05-13,""2017-02-07"",""SUZUKI"",""GSX-R600"",""M"""
"1991-07-02,""2017-02-07"",""SUZUKI"",""GSX 750 F"",""LE"""
"2010-03-19,""2017-02-07"",""HONDA"",""SH125"",""B"""
"2006-07-05,""2017-02-07"",""YAMAHA"",""YP125E"",""V"""
"2003-07-31,""2017-02-07"",""HONDA"",""FES150"",""B"""
"2008-04-02,""2017-02-07"",""YAMAHA"",""XC125"",""B"""
"2005-06-09,""2017-02-07"",""APRILIA"",""ARRECIFE 125"",""SE"""
"2016-09-20,""2017-02-07"",""HONDA"",""SH125D"",""B"""
"2008-02-19,""2017-02-07"",""HONDA"",""PES125"",""B"""
"2015-05-22,""2017-02-08"",""SUZUKI"",""AN400A"",""A"""
"2010-05-10,""2017-02-08"",""HONDA"",""SH125"",""M"""
"2007-09-11,""2017-02-08"",""HONDA"",""PES125"",""Z"""
"2004-05-31,""2017-02-08"",""PIAGGIO"",""LIBERTY 125 4T"",""MA"""
"2016-09-02,""2017-02-08"",""HONDA"",""SH125AD"",""B"""
"2016-03-21,""2017-02-08"",""HONDA"",""SH125AD"",""B"""
"2008-04-02,""2017-02-08"",""APRILIA"",""SPORT CITY 250"",""B"""
"2004-10-22,""2017-02-08"",""HONDA"",""SH 150"",""B"""
"2007-02-12,""2017-02-08"",""APRILIA"",""ARRECIFE 125"",""SE"""
"2015-09-03,""2017-02-08"",""SUZUKI"",""UH125"",""IB"""
"1999-10-01,""2017-02-08"",""PIAGGIO"",""VESPA 200"",""M"""
"2000-05-29,""2017-02-08"",""SUZUKI"",""AN400Y"",""BI"""
"2007-11-14,""2017-02-08"",""TRIUMPH"",""STREET TRIPLE"",""M"""
"2008-07-03,""2017-02-08"",""HONDA"",""SH300"",""B"""
"2008-10-15,""2017-02-08"",""HONDA"",""PES125"",""B"""
"1995-12-26,""2017-02-08"",""VESPA"",""IRIS 200"",""SE"""
"2008-08-05,""2017-02-08"",""DERBI"",""RAMBLA 125"",""CO"""
"2010-04-30,""2017-02-08"",""HONDA"",""SH300A"",""B"""
"2015-12-21,""2017-02-08"",""HONDA"",""SH125D"",""B"""
"2004-11-30,""2017-02-08"",""HONDA"",""SH150"",""B"""
"2007-12-12,""2017-02-08"",""HONDA"",""SH125"",""B"""
"2001-01-17,""2017-02-09"",""YAMAHA"",""YN100"",""IB"""
"1992-07-08,""2017-02-09"",""YAMAHA"",""4CX"",""M"""
"2001-10-10,""2017-02-09"",""YAMAHA"",""XC125"",""GR"""
"2016-06-10,""2017-02-09"",""HONDA"",""SH125D"",""B"""
"2008-02-06,""2017-02-09"",""HONDA"",""PES125"",""A"""
"2016-01-27,""2017-02-09"",""HONDA"",""SH125D"",""BA"""
"2006-07-27,""2017-02-09"",""HONDA"",""SES125"",""B"""
"2008-06-24,""2017-02-09"",""KAWASAKI"",""ERÑ6F"",""M"""
"2015-06-05,""2017-02-09"",""YAMAHA"",""YP400R"",""B"""
"2008-06-04,""2017-02-09"",""YAMAHA"",""YZF-R125"",""IB"""
"1999-04-06,""2017-02-09"",""PIAGGIO"",""125"",""B"""
"2007-09-13,""2017-02-09"",""HONDA"",""SH 125"",""MA"""
"2015-02-27,""2017-02-09"",""YAMAHA"",""XP500"",""GR"""
"2006-12-01,""2017-02-09"",""SUZUKI"",""AN400"",""B"""
"2017-01-18,""2017-02-09"",""HONDA"",""SH125AD"",""B"""
"2010-06-11,""2017-02-09"",""KYMCO"",""SUPER DINK 300I"",""M"""
"2017-01-18,""2017-02-09"",""HONDA"",""SH125AD"",""B"""
"2010-01-05,""2017-02-09"",""YAMAHA"",""YP125R"",""SE"""
"2008-08-07,""2017-02-09"",""PIAGGIO"",""VESPA PX 125E"",""B"""
